所有權人;管理者;行政區;段小段;地號;面積;分母;分子;持分面積;使用分區
中華民國;財政部國有財產署;中正區;永昌段二小段;05840000;179;1;1;179;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段二小段;05880000;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段二小段;06040000;95;1;1;95;第三之一種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00080000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00100000;107;1;1;107;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00220000;39;1;1;39;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00730000;108;1;1;108;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00740000;397;1;1;397;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00830002;164;2;1;82;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;00830005;17;2;1;8.5;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;02770002;24;1;1;24;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;02770003;28;1;1;28;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;02770006;1;1;1;1;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;02920002;25.7;1;1;25.7;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;02920003;5.3;1;1;5.3;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;02920004;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;02940002;6;1;1;6;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;02950000;64;1;1;64;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;國防部軍備局;中正區;永昌段三小段;03260000;2892;1;1;2892;第三種住宅區
中華民國;國防部軍備局;中正區;永昌段三小段;03260002;400;1;1;400;第三種住宅區
中華民國;國防部軍備局;中正區;永昌段三小段;03260005;32;1;1;32;第三種住宅區
中華民國;國防部軍備局;中正區;永昌段三小段;03260007;753;1;1;753;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03260009;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03260010;35;1;1;35;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300001;225;1;1;225;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300002;25;1;1;25;第三種住宅區
中華民國;國防部軍備局;中正區;永昌段三小段;03300004;16;1;1;16;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300006;20;1;1;20;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300008;12;1;1;12;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300009;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300010;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300011;1;1;1;1;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300012;135;1;1;135;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300013;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300014;34;1;1;34;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300015;40;1;1;40;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300016;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300017;37;1;1;37;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300018;28;1;1;28;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300019;25;1;1;25;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300020;25;1;1;25;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300023;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300024;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300025;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300026;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300027;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300028;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300029;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300030;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300032;31;1;1;31;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300033;32;1;1;32;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300034;1.5;1;1;1.5;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300036;31.5;1;1;31.5;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03300037;2;1;1;2;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03310012;9;1;1;9;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;03310014;23;1;1;23;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04920000;17;1;1;17;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04930000;7;1;1;7;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04940000;3;1;1;3;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04960000;86;1;1;86;第三種住宅區
中華民國;行政院農業委員會漁業署;中正區;永昌段三小段;04970000;105;1;1;105;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04980000;8;1;1;8;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;04990000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05000000;41;1;1;41;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05010000;34;1;1;34;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05020000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05030000;4;1;1;4;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05040000;8;1;1;8;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05050000;11;1;1;11;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05060000;27;1;1;27;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05070000;21;1;1;21;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05080000;12;1;1;12;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05090000;14;1;1;14;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05100000;35;1;1;35;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05110000;22;1;1;22;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05120000;15;1;1;15;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05130000;7;1;1;7;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05140000;42;1;1;42;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05170000;63;1;1;63;第三種住宅區
中華民國;內政部警政署;中正區;永昌段三小段;05180000;131;1;1;131;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05230000;120;1;1;120;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05240000;168;1;1;168;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05250000;110;1;1;110;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05260000;105;1;1;105;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05270000;10;1;1;10;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05280000;33;1;1;33;第三種住宅區
中華民國;財政部國有財產署;中正區;永昌段三小段;05440000;19;1;1;19;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05450000;9;1;1;9;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05460001;1;1;1;1;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05460002;7;1;1;7;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05480000;41;1;1;41;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05490000;19;1;1;19;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05500000;30;1;1;30;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05510000;43;1;1;43;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05520000;42;1;1;42;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05550000;42;1;1;42;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05590000;7;1;1;7;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05600000;4;1;1;4;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05690000;7;1;1;7;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05690001;2;1;1;2;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05700000;10;1;1;10;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05710000;11;1;1;11;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05720000;21;1;1;21;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05730000;44;1;1;44;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05730001;5;1;1;5;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
中華民國;財政部國有財產署;中正區;永昌段三小段;05740000;23;1;1;23;第壹種商業區(依都市計畫說明書圖規定辦理，始得作第壹種商業區使用)(原屬第參種住宅區)
